Index,Text
1,주시면은 저희 다시 고객 한테 반납 으로 해도 으로 출금 나감과 동시 저희 반납 처리 주겠다는 예요 바로 이해 되시는 고객 으로 인해서 왜냐면 저희 법적 으로 민원 쟁이 의적 이나 이런 부분 으로 고객 으로 인해서 이런 부분 으로 해서 저희 이의 제기 이런 부분 들어오면은 문제 없다는 얘기 가하시는 과정 범인 부분 이다 니까 법적 책임 가중 하셔 가지고는 전산 저희 의뢰 할려면은 정도 고객 그래도 되셔야 전산 에서 그게 떨어지셔야만이 이분 작업 들어갈 있는 거든요 이해 되시는 거세 일단 시간 관계 고객 지금 잖아요 그래서 일단 저희 시간 정도 시간 넉넉히 잡고 지금 처리 하시게 되시면은 늦어도 이나 늦어도 정말 늦어도 까지 결제 나갈 있는 건데 까지 자체 처리 나갈 있는 건데 그렇게 해서 고객 진행 가능하시다고 하시면 전산 지금 작업 있는 관리자 일단 저희 섭외 해야 돼요
2,여기 대해 설명 주고 섭외 해서 가상 계좌 안내 들어오시는 거기 안내 들어오시면은 저희 초득기 내는 부분 아니기 저희 회사 법인 계좌 저희 받으면 돼요 저희 다시 반납 처리 들어가야 되는 거고 어제 작업 으로 편법 이루어지는 거기 그래서 고객 동의 하시면은 전산 작업 있는 관리자 섭외 해서 다시 계좌 해서 저희 안내 거구 고객 순환 처리 들어오시면은 저희 영수증 발급 해서 본인 이름 으로 영수증 발급 되면 영수증 남바 있을 아니에요 그거 저희 전산 입력 하자 만이 동의 되신 하셔 가지고는 전산 작업 이루어지시는 예요 작업 이루어지면은 시간 으로 작업 마무리 되시는 대로 출금 동시 동시 반납 처리 들어가면 되는 라서 실제 으로 오인 받는 마찬가지 중이 출금 이고 고객 본인 저희 으로 위험 부담 으로 벌어주신 이런 한정 빠짐 없이 본인 한테 다시 반납 처리 들어가시는
3,건데 같이 들어가시면은 전산 대출 받는 나중 지금 상환 오해 생기는 경우 많아서 일단 먼저 대치 나가고 반납 대출 입금 됐다는 부분 대해 확인 되시면은 저희 보내 드렸서 다시 반납 꾸는다 얘기 예요 저희 여기 관련 해서 수수료 절대 작업 비용 이나 이런 부분 고객 한테 요청 하시는 아니기 고객 으로 인해서 작업 하는 과정 문제 생기거나 이런 부분 부분 고객 여기 대해 동의 합니다 여기 대해 전적 으로 일이 일어났으면은 책임지겠습니다 마찬가지 예요 어떻게 그리고 절대 여기 대해 대출 고객 오늘 당일 입금 받고 나서 이렇게 해서 받는다 혹은 받았다 이런 얘기 절대 하시면 돼요 고객 금융 에서 대출 내어 주는 입장 에서 이렇게 상품 처리 작업 하는 어느 금융 하시는 겠지만은 오픈 놓고 하시는데 없어요
4,다시 에서 뽑아지는 거지
5,알겠어요 괜히 다른 한테 했잖아 클레이 되고 되냐 이렇게 있는 니까
6,그니까 그래서 이렇게 해서 진행 있는 부분 으로 부장 께서 얘기 하시는데 결제 에서 고객 용하는 부분 대해 부담 하시는 부분 이라고 하시면은 지금 입자 가입자 섭외 해서 계좌 번호 지금 바로 안내 거든요 그러면 고객 수납 트링 하시는 혹시 어느 은행 으로 하실 예요
7,어떤 소나 처린 거야
8,위험부담 걸어주시는 혹시 어느 은행 으로 고객 입금 처리 고요
9,계좌 그냥 가르쳐 주면 그냥 입금 하면 아니에요
10,입금 하시면 되시는데 얘기 고객 어느 은행 으로 하실 같은 은행 있으면 같은 은행 으로 배정 달라 요청 할려고 고객
11,같은 은행 우체국 가죠 거기 인제 동의 해니 우체국 으로 그러면 괜찮은지 하시는 예요 은행 가셔서 하시신 예요 아니면 모바일 괜찮
12,그러세요 알겠습니다 그럼 지금 관리자 바로 섭외 가지고요 고객 번호 안내 드릴 니까 일단 조금 대기 하고 계세 다음 작업 있는 바담 섭외 해서 바로 안내 드리겠습니다 메일 업습 오케이 여쭤 드립니다
1,아요 고객 대출 산인데요 생활 자고 결제 자금 필요하신 거세 고객 신용카드 사용 하고 계시 서류 없이 당일 대출 가능하신데 신용카드 사용 하세요 카드 어디 카드 이용 하세요 언니 신한 한도 얼마나 되세요 언니 있는 한도 남아 있으세요 사용 하시고 하나 없으신 예요 천만 남았네 이요 남어요 그대로 남아 있으신 예요 고객 생활 자금 저희 안내 해드릴 거고요 나이 제한 있는데 에만 년생 이세 나이 나이 제한 여쭤 온다고 말씀드렸는데 러신 자금 없으신 예요 그러면 나이 래야 되는 거야 이탈 장님 보시 잖아요 그니까 제한 있어서 여쭤는데 드리면 충분히 가능하시구요
2,상품 같은 경우 이제 카드 신용 됨에 따로 서류 필요 없어요 고객 무조건 이용 하시라는 아니고 중요한 이율 잖아요 분할 부도 가능하신 거고 최저 이실 자결 까지 가능하신데 선택 이제 고객 께서 주시 되시는 거구 저희 이유 안내 드리고자 상담 김미정 인데 동명 여쭤 보세 성함 어떻게 되시나요 접수 되셨구요 라고 인제 한도 부분 건데 저희 접수 조금 밀리셔서 다시 연락 드릴 예요 고객 심사 에서 전화 드릴 니까 하시구요 이율 안내 들어 보시 조건 맞으시면 이용 부탁드릴게요 고객 아니에요 선생님 금융 이에요 고객 어디 우리은행 아니요 저가 우리은행 관계 없고 금융 금융 이에요 고객 무조건 하시는 아니고 들어 보시 조건 맞으시면 그때 가서 결정 주시 되시는 예요
3,고객 이나 그런 친해져 죽은 그런 저축은행 거나 되네요 금융 이라고 금융 저축은행 캐피탈 비탈 모리 캐피탈 금융 인데 캐피탈 이라 고요 고객 그요 접수 되셨구요 카드 대출 저희 안내 드릴 거구 이내 전화 드릴 니까 받아주세요 고객 감사합니다
1,여보세요 오케이 수건 수답 법인 이구 신운 데이트 있어도 없으시면 가능하셔서 필요 자금 대안 자금 있으세요 고객 아까 입원 하자 그거 아니다 건가 고객 저희 안내 드리는 라서 지금 필요 으로 수금 있으신 고객 연체 수용 문제 없으신 있어요 없다고 그럼 대신 자꾸 다른 소리 들렸어요 고객 그러면 지금 하시는 직장 다니고 개인 사업 으로 하시는 예요 대봉 험도 되세요 나이 제한 있는데 년생 시구 이요 군대 다녀온 어떤 이유 면제 받으신 예요 그런지 그래도 면제 라고 하시니까 그러면 고객 여기 하신지는 개월 정도 되신 예요 고객 서류 넣고 진행 적은 없으신 다시 한번 말씀 해시세요
2,서류 넣고 진행 적은 없으신 서류 놓고 대출 받기 위해 서류 놓고 진행 적은 없으신 그러면 되세요 평균 세입 대략 어느 정도 나오세요 이요 성함 어떻게 되시구요 아유 끊어요
1,고객 신한 금융 입니다요 신한 금융
2,무슨 이런 카드 이번 카드 결제 대금 예외 자금 서류 머리 들리는데
3,여보세요 들리세요 되는 거세 이번 카드 결제 대금 이나 여유 자금 필요하시면 서류 없이 신용카드 사용 하고 백신 배치 가능하신데 혹시 자업 필요하십니까
4,얼마나 되는데요
5,에서 까지는 가능하십니다
6,그게 기준 없어서 되는 예요
7,고객 신용카드 사용 하고 계세 신용카드 한도 에서 이제 발생 드립니다
8,비율 가는 예요 어떻게 하면
9,
10,운지 얼마나 되는데요
11,저희 접수 이라서 저희 진행 전화 드리면요 진행 인제 이후 사진 이나 금리 그런 알려 드릴 겁니다
12,전화 한번 하시라고 하세요
13,그럼 접수 한번 드려 볼까 신용카드 어디 사용 하고 계세 신한 하나 사용 하세요 어느 정도 나오세요 이요 년생 이신 년생 이세
14,나이 필요해요
15,여생
16,연차 없으시죠 성함 어떻게 되세요 접수 되셨구요 저희 진행 전화 드릴 니까 부재 남기지 마시고 받아주시고 상담사 박유빈 이었습니다 좋은 하루 보내세요
17,근데 부슷해 암튼 됐건데 대본 찾았어요
18,고객 께서 양배추 상담 받으셨던 이력 있으셔서 전화 드렸던 겁니다
19,같은 지울 있어요
20,
21,가지
22,제일
23,드릴 까요 필요하신 육이 어느 정도 신데요
24,아까 얘기 했지만 시리 까지
25,알겠습니다
26,지금 접수 되고예요 도와주세요
1,여보세요 고객 가시는 중이 가중 말씀드릴 하나 있는데요 지금 상환 주실 입해 두셔야 되는 부분 혹시 지금 마이너스 통장 발급 받으실려고 조치 기간 상환 하실 있게 조금 편법 으로 진행 드리는 잖아요 혹시 라도 창구 이용 하실 창구 직원 물어볼 수도 있고 물어볼 수도 있는데 어디 송금 하는 누구 한테 보내는 고객 여쭤 수도 있어요 그러실 절대로 상환 하는 이렇게 마이너스 통장 발급 받을려고 하는 이렇게 말씀 하시면 되는 아시 고객 알겠니다 요즘 금융 모니터링 강화 되어 있어서 이렇게 편법 으로 진행 되는 부분 있는데 고객 께서 그렇게 말씀 하시면은 젓발 수가 있어요 그리고 인제 강제 상환 이란 일시 상한 이란 개인 없는 부분 이기 저희 이랑 어떤 연관 있는지 파고들 수도 있기 그렇게
2,말씀 하면 되고 황호 라는 한테 하는 사촌 인데 사촌 한테 사업 자금 보내는 그렇게 말씀 하시면 알겠습니다 물어보지 않겠죠 근데 혹시 라도 말씀 드렸는데 말씀 드렸다가 그렇게 창고 직원 물어보게 되면은 고객 께서 말실수 하시게 되시면은 고객 이랑 이제 문제 생기잖아요 생각 해야 될지 모르겠어 혹시 어떤 송금 굳이 물어보어요 혹시 라도 혹시 말씀드리는 예요 그거 이렇게 말씀 하시고 이렇게 출금 보내는은 상환 하는 이렇게 말씀 하시게 되시면은 고객 이랑 나중 나중 인제 처벌 받을 수가 있어서 기억 두셨다가 그냥 사촌 한테 사업 자금 보내는 라고 그렇게 말씀 주시
3,알겠 그러시면은 상환 하시고 은행 나오셔서 한테 연락 주세요 바로 알겠습니다 고객 오래 걸리세요 가시는 중이 신데 지금 가보세요 알습니다 러시 오래 걸리세요 가시는데 아니세요 분이요 알겠습니다 그러시면은 은행 에서 들어가시기 전화 주세요
1,여보 보세요 고객 김진아 대립 여보 통화 하셨어요
2,에다가 혹시 다른 물어보진 않던가요
3,말씀 다른 물어볼까 관리자 전용 기자 열어줄게요 기업은행 이구
4,러시 고객 담당자 관리 계좌 상환 하시면 되시는데요 잠시 담당자 관리 계좌 상환 하실 장님 이라고 확인 하고 나온 다음 다른 문구 이제 확인 되실 예요 문구 한테 말씀 주셔야 돼요 보셨다가 한테 말씀 주시 되시구요 그리고 고객 지금 방문 하실 해서 담당자 관리 계좌 인제 사용 시간 있는데 이내 처리 주셔야 돼요 혹시 식사 중이 그럼 은행 방문 하시는 은행 창고 이용 하실 은행 창고 에서 영수증 발행 되시잖아요 그거 참해 주시고요
5,내일 보는
6,고객 교보 일단 현대 저축은행 에서 저희 이제 결제 완납 결제 서류 받아 다음 진행 하실게요 아니요 은행 방문 하시는데 시간 어느 정도 소요 되세요
7,지금 바로 가면 되겠다
8,그러시면은
9,그래도 말씀 잘해주신 다행 이네 저장 하고 있었는데
10,오케이
11,러시 저희 은행 방문 하실 소요 시간 정도 걸리시는 예요 다시 끊어 가면 되겠요 정도 그러시면은 은행 들어가시기 은행 에서 전화 주세요 고객 알겠습니다
12,대단 입니다
13,지금 은행 방문 하실 은행 에서 전화 드릴게요
14,
1,여보세요 여보세요 여기는 저축 자금 회수 입니다 전화 받으신 성함 맞으신 가요 전화 드린 다름이 아니구요 은행 에서 일시 상환 요청 들어와서 연락 드렸습니다 고객 혹시 국민은행 통해 상환 하신다고 요청 접수 주신 사유 따로 어떻게 되실까
2,아는 이에요 금리 사용 하지 말고 빨리 이렇게 상담 하고 해서
3,계시는 미은 종사 하고 계신 직원 이신 가요 러신 가요 알겠습니다 저희 안내받 로는 금요일 날짜 자금 받아 보신 부분 전액 완납 상환 하신다고 안내 받았는데요 부분 맞으신 가요 맞으시구요 러시 고객 께서 자동 이체 설정 주신 계좌 자동 이체 가도록 도움 드릴 거구 시각 오후 결제 처리 드릴 있도록 진행 드려 보겠습니다 부분 동의 하시구요 알겠습니다 다음 에도 저희 대저 이용 부탁드려 보겠구요 대저 자금 회수 이었습니다
